event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;source_url;verification_status;priority;check_frequency;last_checked;next_check;source_note;image;event_id;edition_id;edition_year;edition_slug;brand_slug;organizer_name;organizer_url;official_url;registration_url;registration_status;event_status;brand_verification_status;brand_last_verified_at;edition_verification_status;edition_last_verified_at;race_formats
BMW Berlin Marathon;Running;27.09.2026;Berlin;Germany;Straße des 17. Juni, between Brandenburg Gate and Kleiner Stern, Berlin;52.524932;13.407032;Marathon / 42.195 km;BMW BERLIN-MARATHON 2026: Abbott World Marathon Major on 27 September 2026 with a flat, fast 42.195 km city course, lottery entry, major international field and iconic finish near the Brandenburg Gate.;https://www.bmw-berlin-marathon.com/en/;Sport Event Map verified event catalog;https://www.bmw-berlin-marathon.com/en/registration/registration-information/;unclear;high;;2026-07-06T00:00:00+00:00;2026-07-13T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;39;d9916cd1-2815-4e5f-b7a5-21a4bcb70dd1;2026;bmw-berlin-marathon-2026;bmw-berlin-marathon;;;;;unknown;scheduled;;;stale;2026-07-06T00:00:00+00:00;
Böckstiegellauf;Running;26.09.2026;Bielefeld;Germany;Wanderparkplatz Peter auf'm Berge, Bergstraße, 33619 Bielefeld, Germany;52.0209957;8.4659634;18 km, 10 km;Landschaftslauf vom Start Peter auf'm Berge durch den Teutoburger Wald bis zum C.-F.-Venghauss-Platz in Werther. Angeboten werden Läufe über 18 km und 10 km.;https://boeckstiegellauf.de/;Sport Event Map verified event catalog;https://boeckstiegellauf.de/;unclear;low;;2026-06-08T00:00:00+00:00;2026-09-08T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;336;d01b2023-ecb6-4a49-a3e2-ae17e3fd0883;2026;bockstiegellauf-2026;bockstiegellauf;;;;;unknown;scheduled;;;verified;2026-06-08T00:00:00+00:00;
Bodensee Marathon;Running;19.09.2026;Kressbronn;Germany;Kressbronn, Germany;49.0655511;10.1378705;10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.bodensee-marathon.de/;Sport Event Map verified event catalog;https://www.bodensee-marathon.de/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/logos/bodensee-marathon.jpg;114;21ce7052-a646-4eb3-bea8-1fb0dbcfa104;2026;bodensee-marathon-2026;bodensee-marathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Bönnigheimer Stromberglauf;Running;21.11.2026;Bönnigheim;Germany;Bönnigheim, Baden-Württemberg, Germany, Germany;49.0417185;9.0933985;10 km, 5 km;Der Bönnigheimer Stromberglauf ist ein traditionsreicher Herbstlauf am Fuße des Strombergs, der sowohl Top-Läufer als auch Hobbyläufer begeistert. Die Veranstaltung bietet attraktive Strecken durch Weinberge, Felder und Wiesen mit abwechslungsreichen Höhenmetern und herrlichen Panoramablicken. Die 5-Kilometer-Runde ist schnell und flach, während die 10-Kilometer-Distanz mit anspruchsvollen Anstiegen und motivierender;https://lgne-running.de/55/stromberglauf/start;Sport Event Map verified event catalog;https://lgne-running.de/55/stromberglauf/start;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;367;ba449b9b-141f-442b-afc2-44620c3dcf39;2026;bonnigheimer-stromberglauf-2026;bonnigheimer-stromberglauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Borkumer Meilenlauf;Running;05.09.2026;Borkum;Germany;Borkum, Germany;53.5862669;6.6917449;5 km / 10 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/borkumer-meilenlauf/;https://www.borkumer-meilenlauf.de/;Sport Event Map verified event catalog;https://www.borkumer-meilenlauf.de/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/9d67eb951b.jpg;95;c6654f83-e631-4cdc-af1e-6a0f84180d25;2026;borkumer-meilenlauf-2026;borkumer-meilenlauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
BORSIG Halbmarathon;Running;06.09.2026;Berlin;Germany;Berlin, Germany;52.5173885;13.3951309;5 km / 10 km / 21 km;Imported from marathon.de running calendar.;https://borsighalbmarathon.de/;Sport Event Map verified event catalog;https://borsighalbmarathon.de/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/2232d51c55.jpg;100;cc635d9d-8a17-40ad-8f1e-ce5941afc333;2026;borsig-halbmarathon-2026;borsig-halbmarathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Bottwartal Marathon;Running;18.10.2026;Steinheim;Germany;Steinheim, Germany;51.8660478;9.0942767;10 km, Half Marathon, Marathon;Official endurance event in Steinheim. Imported from verified staging batch.;https://www.bottwartal-marathon.de;Sport Event Map verified event catalog;https://www.bottwartal-marathon.de;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:53:36.325+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;463;5703cd76-297e-47d0-8dde-81dadeb96ddc;2026;bottwartal-marathon-2026;bottwartal-marathon;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Brauereienlauf;Running;19.09.2026;Litzendorf;Germany;Litzendorf, Germany;49.9123064;11.0096505;10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/brauereienlauf/;https://brauereienlauf.de/;Sport Event Map verified event catalog;https://brauereienlauf.de/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/2232d51c55.jpg;117;9ed18697-8648-463f-8a6d-68786010fbf4;2026;brauereienlauf-2026;brauereienlauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
BraunenBerg-Lauf;Running;19.09.2026;Ostalbkreis;Germany;Aalen, Ostalbkreis, Baden-Württemberg, Germany, Germany;48.8375607;10.0929593;30 km, 8.2 km;Der BraunenBerg-Lauf am 19. September 2026 bietet abwechslungsreiche Berglaufstrecken auf der Ostalb, die sowohl Einsteigerinnen als auch erfahrene Läuferinnen ansprechen. Die Veranstaltung umfasst verschiedene Distanzen, darunter den technisch einfachen VR Bank-BraunenBerg-Lauf über 14,6 km mit 446 Höhenmetern sowie den anspruchsvollen Rolladen Kaiser-BraunenBerg-Trail mit 32 km und 1100 Höhenmetern, der unter Tage;https://www.braunenberg-lauf.de/;Sport Event Map verified event catalog;https://www.braunenberg-lauf.de/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;377;3800430f-3737-45bd-828d-dfa8cffd8716;2026;braunenberg-lauf-2026;braunenberg-lauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Braunschweiger Lauftage;Running;25.10.2026;Braunschweig;Germany;Braunschweig, Germany;52.2646577;10.5236066;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/braunschweiger-lauftage/;https://www.braunschweiger-lauftage.de/;Sport Event Map verified event catalog;https://www.braunschweiger-lauftage.de/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/2232d51c55.jpg;139;4d318b4a-d9db-4392-b139-3b8ec8e766d6;2026;braunschweiger-lauftage-2026;braunschweiger-lauftage;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Braunschweiger Speed5;Running;08.11.2026;Braunschweig;Germany;Braunschweig, Lower Saxony, Germany, Germany;52.2156124;10.5227434;5 km;Der Braunschweiger Speed5 ist der schnellste Volkslauf der Stadt Braunschweig, veranstaltet vom Polizeisportverein Braunschweig und dem Braunschweiger Laufclub. Das Laufevent am 8. November 2026 bietet mit einem 800 m Kinderlauf, einem 1 Meile Schülerlauf und einem vermessenen 5 km Lauf für Freizeit- und ambitionierte Läufer aller Altersklassen spannende Wettkämpfe. Die Veranstaltung zeichnet sich durch professionell;https://www.braunschweiger-laufclub.com/speed5;Sport Event Map verified event catalog;https://www.braunschweiger-laufclub.com/speed5;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;342;15924c4f-c20d-4419-8550-2ca397c5abb7;2026;braunschweiger-speed5-2026;braunschweiger-speed5;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Bredstedt-Cross;Running;31.10.2026;Bredstedt;Germany;Sportpark Bredstedt, Bredstedt, Schleswig-Holstein, Germany, Germany;54.6236326;8.9640834;7.2 km;Der 39. Bredstedt-Cross findet am 31. Oktober 2026 im Sportpark Bredstedt statt und wird vom Bredstedter TSV ausgerichtet. Die Veranstaltung bietet Crossläufe für eine breite Altersspanne, von Kindern und Jugendlichen bis zu Aktiven und zahlreichen Mastersklassen. Es gibt kurze und lange Crossläufe für Männer und Frauen sowie separate Altersklassen von M6/W6 bis M75/W75, inklusive Jugend und U18/U20. Die Veranstaltun;https://gotrail.run/de/termine/bredstedt-cross;Sport Event Map verified event catalog;https://gotrail.run/de/termine/bredstedt-cross;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;339;3d600ca1-94e1-4fc6-bcf5-024af97183f8;2026;bredstedt-cross-2026;bredstedt-cross;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Bremer Kuhcross QX;Running;15.11.2026;Bremen;Germany;Bremen, Germany;53.0758196;8.8071646;5 km;Official endurance event in Bremen. Imported from verified staging batch.;https://kuhcross.de/;Sport Event Map verified event catalog;https://kuhcross.de/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:53:36.325+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;465;a7599f21-4d00-4e5c-8b2f-b873073c2622;2026;bremer-kuhcross-qx-2026;bremer-kuhcross-qx;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Brocken Marathon;Running;10.10.2026;Wernigerode;Germany;Wernigerode, Germany;51.8344172;10.7862526;10 km, Marathon;Official endurance event in Wernigerode. Imported from verified staging batch.;http://www.harz-gebirgslauf.de;Sport Event Map verified event catalog;http://www.harz-gebirgslauf.de;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:53:36.325+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;466;0ad6f570-168d-4e12-8cc2-997a413b5615;2026;brocken-marathon-2026;brocken-marathon;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Brockenlauf Ilsenburg - Ilsenburg (Harz);Running;05.09.2026;Ilsenburg (Harz);Germany;Ilsenburg (Harz), Germany;51.8667349;10.6831785;10 km;Official endurance event in Ilsenburg (Harz). Imported from verified staging batch.;https://brockenlauf.de/brockenlauf;Sport Event Map verified event catalog;https://running.life/de/termine/brockenlauf-ilsenburg;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;954;f1fd814d-7c84-489b-a777-38e6480e0238;2026;brockenlauf-ilsenburg-ilsenburg-harz-2026;brockenlauf-ilsenburg-ilsenburg-harz;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
Brombachseetriathlon - Pleinfeld;Triathlon;30.08.2026;Pleinfeld;Germany;Pleinfeld, Germany;49.1053751;10.98564;Triathlon;Official endurance event in Pleinfeld. Imported from verified staging batch.;https://brombachseetriathlon.com/;Sport Event Map verified event catalog;https://running.life/de/termine/brombachseetriathlon;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;939;69d8d69d-5f78-42cf-a6a7-e334882674f5;2026;brombachseetriathlon-pleinfeld-2026;brombachseetriathlon-pleinfeld;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
Brooks Ruhr Trail Run - Hagen;Running;13.09.2026;Hagen;Germany;Hagen, Germany;51.3582945;7.473296;10 km;Official endurance event in Hagen. Imported from verified staging batch.;https://brooks-ruhr-trail-run.de/;Sport Event Map verified event catalog;https://running.life/de/termine/brooks-ruhr-trail-run;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;976;a37d1161-61cc-4839-bed8-9e3f45eb7eca;2026;brooks-ruhr-trail-run-hagen-2026;brooks-ruhr-trail-run-hagen;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
Brückenlauf Halbmarathon des ASV Köln;Running;13.09.2026;Köln;Germany;Köln, Germany;50.938361;6.959974;10 km, Half Marathon;Official endurance event in Köln. Imported from verified staging batch.;https://www.asv-koeln.de/events/bruckenlauf;Sport Event Map verified event catalog;https://running.life/de/termine/bruckenlauf-asv-koln;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;978;cb39694b-3966-4d37-805c-17927d2f096a;2026;bruckenlauf-halbmarathon-des-asv-koln-2026;bruckenlauf-halbmarathon-des-asv-koln;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
BSV Sommer-Cup - Hamburg;Running;09.09.2026;Hamburg;Germany;Hamburg, Germany;53.5501721;10.0013165;10 km;Official endurance event in Hamburg. Imported from verified staging batch.;https://athleticon.bsvhh.de/public/;Sport Event Map verified event catalog;https://running.life/de/termine/bsv-sommer-cup;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;964;ac49acfd-b871-4d91-b393-8baad45c7dfd;2026;bsv-sommer-cup-hamburg-2026;bsv-sommer-cup-hamburg;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
Budapest Marathon;Running;11.10.2026;Budapest;Hungary;Budapest, Hungary;47.4978789;19.0402383;14 km / 30 km / 42 km;Official endurance event in Budapest. Imported from verified staging batch.;https://marathon.runinbudapest.com/;Sport Event Map verified event catalog;https://marathon.runinbudapest.com/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:54:37.778+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;683;1ce14bd8-4a15-4644-877a-7ebec1334c1d;2026;budapest-marathon-2026;budapest-marathon;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Bukarest Marathon;Running;11.10.2026;Bukarest;Romania;Bukarest, Romania;44.4361414;26.102684;10 km / 21 km / 42 km;Official endurance event in Bukarest. Imported from verified staging batch.;https://bucharest-marathon.com/;Sport Event Map verified event catalog;https://bucharest-marathon.com/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:54:37.778+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;681;76ca5bc8-eb4e-470b-9e31-8c186911926f;2026;bukarest-marathon-2026;bukarest-marathon;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Burgentrail Unterfränkische Traillaufmeisterschaften;Running;03.10.2026;Lower Franconia;Germany;Ostheim, Lower Franconia, Bavaria, Germany, Germany;50.1238327;10.5336427;Halbmarathon, 5 km;Der Burgentrail in Ostheim ist eine anspruchsvolle Traillaufveranstaltung, die am 3. Oktober 2026 die Unterfränkischen Traillaufmeisterschaften austrägt. Die Strecke führt durch abwechslungsreiche Wald- und Wiesenwege, vorbei an historischen Burgruinen wie der Lichtenburg und der Königsburg, und bietet dabei technisch anspruchsvolle Trails mit Wurzeln und steilen Abstiegen. Die landschaftliche Kulisse mit Ausblicken;https://sc-ostheim.de/burgentrail/;Sport Event Map verified event catalog;https://sc-ostheim.de/burgentrail/;unclear;medium;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;354;66b8454e-8243-4bb6-a1c7-4af2a1102fbf;2026;burgentrail-unterfrankische-traillaufmeisterschaften-2026;burgentrail-unterfrankische-traillaufmeisterschaften;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Burgwald Märchen Marathon;Running;30.08.2026;Rauschenberg;Germany;Rauschenberg, Germany;50.9089878;8.8864674;5 km / 10 km / 21 km / 32 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/burgwald-maerchen-marathon/;https://bmm-rauschenberg.de/;Sport Event Map verified event catalog;https://bmm-rauschenberg.de/;unclear;medium;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/9df6b59342.jpg;102;0f2c4c39-68cc-4f23-8945-74674752be78;2026;burgwald-marchen-marathon-2026;burgwald-marchen-marathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Bürostadtlauf Frankfurt - Frankfurt am Main;Ultramarathon;27.08.2026;Frankfurt am Main;Germany;Frankfurt am Main, Germany;50.1106444;8.6820917;5 km, 10 km, 50 km;Official endurance event in Frankfurt am Main. Imported from verified staging batch.;https://buerostadtlauf.de/;Sport Event Map verified event catalog;https://running.life/de/termine/burostadtlauf-frankfurt;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;923;d023f161-64db-4079-bd66-d1c329375b53;2026;burostadtlauf-frankfurt-frankfurt-am-main-2026;burostadtlauf-frankfurt-frankfurt-am-main;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Burscheider Stadtlauf;Running;11.10.2026;Rheinisch-Bergischer Kreis;Germany;Burscheid, Rheinisch-Bergischer Kreis, North Rhine-Westphalia, Germany, Germany;51.0824722;7.1212314;10 km;Der Burscheider Stadtlauf findet am 11. Oktober 2026 in der Stadtmitte von Burscheid statt und bietet Läuferinnen und Läufern aller Leistungsniveaus ein optimales Umfeld. Es gibt verschiedene Distanzen: den 10-Kilometer-Hauptlauf, einen 3-Kilometer-Lauf sowie einen 800-Meter-Lauf, der als Qualifikation für das Sportabzeichen dient. Die Veranstaltung ist geprägt von einer familiären Atmosphäre und richtet sich sowohl;https://www.stadtsportverband-burscheid.de/index.php/61-stadtlauf;Sport Event Map verified event catalog;https://www.stadtsportverband-burscheid.de/index.php/61-stadtlauf;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;348;e8e12d4f-acec-4562-8af3-67c725dc59fd;2026;burscheider-stadtlauf-2026;burscheider-stadtlauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Bützower Citylauf;Running;30.08.2026;Bützow;Germany;Bützow, Germany;53.8500047;11.9832952;10 km;Official endurance event in Bützow. Imported from verified staging batch.;https://www.buetzow.de/;Sport Event Map verified event catalog;https://www.buetzow.de/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:53:36.325+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;467;9b54ee50-999e-41b5-92e7-8e2aba3425a7;2026;butzower-citylauf-2026;butzower-citylauf;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Canyon Run Mühlheim;Running;06.09.2026;Hesse;Germany;Mühlheim am Main, Hesse, Germany, Germany;50.1080582;8.8467138;Halbmarathon, 10 km, 5 km;Der Canyon Run in Mühlheim am Main ist Hessens schönster Waldlauf durch die Mühlheimer Steinbrüche und findet am 6. September 2026 statt. Die Veranstaltung bietet flache, offiziell vermessene Strecken mit attraktiven Preisgeldern und Sachpreisen sowie eine einzigartige Stimmung mit Live-Musik im Zielbereich. Für Läufer aller Altersklassen gibt es verschiedene Distanzen, von 400m Mini-Lauf bis zum Halbmarathon, beglei;https://canyon-run.de/;Sport Event Map verified event catalog;https://canyon-run.de/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;345;26b059a1-4603-4b42-a5f8-a0105999e0b2;2026;canyon-run-muhlheim-2026;canyon-run-muhlheim;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Caputher Seelauf;Running;10.01.2027;Caputh;Germany;Caputh, Germany;52.3464533;12.9890287;5 km, 10 km;Official endurance event in Caputh. Imported from verified staging batch.;https://www.caputher-sv.de/;Sport Event Map verified event catalog;https://www.caputher-sv.de/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:53:36.325+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;469;5c46f2aa-bb04-48d0-b480-67b162d09b12;2027;caputher-seelauf-2027;caputher-seelauf;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Center Run - Pösna Park - Großpösna;Running;19.09.2026;Großpösna;Germany;Großpösna, Germany;51.2563243;12.4752187;5 km, 10 km;Official endurance event in Großpösna. Imported from verified staging batch.;https://center-run.de/;Sport Event Map verified event catalog;https://running.life/de/termine/center-run-posna-park;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;992;50817d53-ff27-415c-a9d5-975a14eb5709;2026;center-run-posna-park-grossposna-2026;center-run-posna-park-grossposna;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
Challenge Almere-Amsterdam;Triathlon;12.09.2026;Almere;Netherlands;Esplanade, Almere;52.3714;5.2221;Full / Long Distance Triathlon;Historic long-distance Challenge Family triathlon in Almere.;https://challenge-almere.com/challenge-almere-amsterdam/;Sport Event Map verified event catalog;https://challenge-almere.com/challenge-almere-amsterdam/;unclear;high;;2026-06-05T00:00:00+00:00;2026-06-12T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;432;5a707027-f6b9-4dda-b833-47aba4eb235e;2026;challenge-almere-amsterdam-2026;challenge-almere-amsterdam;;;;;unknown;scheduled;;;stale;2026-06-05T00:00:00+00:00;
Challenge Peguera Mallorca;Triathlon;17.10.2026;Peguera;Spain;Peguera, Calvià, Mallorca;39.538;2.448;Middle Distance / 1.9 km swim / 90 km bike / 21.1 km run;Official middle-distance Challenge Family triathlon in Mallorca.;https://challenge-mallorca.com/;Sport Event Map verified event catalog;https://challenge-mallorca.com/challenge-middle-distance/;unclear;high;;2026-06-05T00:00:00+00:00;2026-06-12T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;433;b27aa482-d8a6-40c3-878d-8b5be44dcef2;2026;challenge-peguera-mallorca-2026;challenge-peguera-mallorca;;;;;unknown;scheduled;;;stale;2026-06-05T00:00:00+00:00;
Challenge Roth;Triathlon;04.07.2027;Roth;Germany;Otto-Schrimpff-Straße 12, 91154 Roth;49.2430375;11.0948034;Full;"DATEV Challenge Roth takes place on 4 July 2027 over 3.8 km swimming, 180 km cycling and 42.2 km running. Regular online registration is sold out; the official Late Entry Draw remains open.";https://www.challenge-roth.com/de/;Sport Event Map verified event catalog;https://www.challenge-roth.com/index.php/en/registration.html;unclear;high;;2026-07-26T00:00:00+00:00;2026-08-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;46;82cc68c0-ba02-4cf0-bbe2-5d185e59773f;2027;challenge-roth-2027;challenge-roth;;;;;unknown;scheduled;;;stale;2026-07-26T00:00:00+00:00;
Chiemgau Trail Run;Ultramarathon;24.10.2026;Marquartstein;Germany;Marquartstein, Germany;47.7608226;12.4604809;10 km / 21 km / 42 km / 60 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/chiemgau-trail-run/;https://chiemgau-trail-run.de/;Sport Event Map verified event catalog;https://chiemgau-trail-run.de/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/06527d7ce5.jpg;142;503b65c9-ca78-4cbf-ab8f-37c109d8e3d4;2026;chiemgau-trail-run-2026;chiemgau-trail-run;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Christmas Run To Tree;Running;29.11.2026;Forst Klövensteen;Germany;Forst Klövensteen, Hamburg, Germany, Germany;53.5501721;10.0013165;12 km, 5 km;Der Christmas Run To Tree ist ein stimmungsvoller Waldlauf im Forst Klövensteen bei Hamburg, der am 29. November 2026 stattfindet. Die Teilnehmer können zwischen zwei Streckenlängen wählen: 6 km oder 12 km. Der Lauf verbindet sportliche Aktivität mit dem besonderen Erlebnis, einen Weihnachtsbaum zu kaufen. Die Veranstaltung bietet eine familiäre Atmosphäre und ist ideal für Läufer aller Altersgruppen.;https://christmasrun.de/;Sport Event Map verified event catalog;https://christmasrun.de/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;355;c1118580-8724-486b-a113-ecc5c0cac6e5;2026;christmas-run-to-tree-2026;christmas-run-to-tree;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
City Marathon Bremerhaven;Running;06.09.2026;Bremerhaven;Germany;Bremerhaven, Germany;53.5505392;8.5851945;7 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.bremerhaven-marathon.de/;Sport Event Map verified event catalog;https://www.bremerhaven-marathon.de/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/9df6b59342.jpg;99;2c29e55e-ceff-4acc-a8fa-7ae290c247eb;2026;city-marathon-bremerhaven-2026;city-marathon-bremerhaven;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
City Move Bielefeld;Running;13.09.2026;Bielefeld;Germany;Bielefeld, Germany;52.0191005;8.531007;10 km;Official endurance event in Bielefeld. Imported from verified staging batch.;https://www.bielefeld.jetzt/citymove;Sport Event Map verified event catalog;https://running.life/de/termine/city-move-bielefeld;unclear;medium;;2026-08-04T12:07:19.113+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;984;886264e3-eb65-4bbd-9638-55415befbcb4;2026;city-move-bielefeld-2026;city-move-bielefeld;;;;;unknown;scheduled;;;verified;2026-08-04T12:07:19.113+00:00;
Cottbuser Triathlon;Triathlon;05.09.2026;Cottbus;Germany;Cottbus, Germany;51.7567447;14.3357307;Triathlon;Official endurance event in Cottbus. Imported from verified staging batch.;https://baer-service.de/veranstaltung/CTR/;Sport Event Map verified event catalog;https://running.life/de/termine/cottbuser-triathlon;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;955;f4320bd8-7cf7-4d24-ae73-7667a18d9622;2026;cottbuser-triathlon-2026;cottbuser-triathlon;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
