severity;event_name;event_id;city;country;address;latitude;longitude;issues;distance_to_city_km;distance_to_address_km;confidence_score;suggested_latitude;suggested_longitude;recommended_action
clean;38. Heiligenhafen Mitternachtslauf;38-heiligenhafen-mitternachtslauf-ostholstein-24-07-2026;Ostholstein;Germany;Heiligenhafen, Ostholstein, Schleswig-Holstein, Germany, Germany;54.3717445;10.9809235;;23.4;;0.95;;;No pin action required.
clean;43. Flora-Westfalica Marathon;43-flora-westfalica-marathon-rheda-wiedenbruck-30-07-2026;Rheda-Wiedenbrück;Germany;Rheda-Wiedenbrück, North Rhine-Westphalia, Germany, Germany;51.8360891;8.2988715;;0.7;;0.95;;;No pin action required.
clean;36. Göttinger Altstadtlauf;36-gottinger-altstadtlauf-gottingen-01-07-2026;Göttingen;Germany;Innenstadt, Göttingen, Lower Saxony, Germany, Germany;51.5318433;9.9353974;;0.1;;0.95;;;No pin action required.
clean;40. Braunschweiger Nachtlauf;40-braunschweiger-nachtlauf-braunschweig-19-06-2026;Braunschweig;Germany;Bohlweg, Braunschweig, Lower Saxony, Germany, Germany;52.262082;10.526073;;0.3;0.3;0.95;;;No pin action required.
info;37. Heideblütenlauf;37-heideblutenlauf-schneverdingen-29-08-2026;Schneverdingen;Germany;Schulstraße, Schneverdingen, Lower Saxony, Germany, Germany;53.1187799;9.7873454;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
info;49. Warburger Oktoberwochen Volkslauf;49-warburger-oktoberwochen-volkslauf-warburg-03-10-2026;Warburg;Germany;Sportzentrum Diemelaue, Warburg, North Rhine-Westphalia, Germany, Germany;51.4886533;9.1488385;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;Abendlauf TSV Blau-Weiß Ippinghausen;abendlauf-tsv-blau-wei-ippinghausen-hesse-20-06-2026;Hesse;Germany;Weidelsburgstadion, Wolfhagen-Ippinghausen, Hesse, Germany, Germany;51.2816935;9.1410782;;75.3;;0.95;;;No pin action required.
warning;43. Internationalen Airport Race;43-internationalen-airport-race-hamburg-airport-13-09-2026;Hamburg Airport;Germany;Hamburg Airport, Hamburg, Germany, Germany;53.5501721;10.0013165;shared_coordinates_multiple_places;9.2;;0.65;;;No pin action required.
clean;6. Hofer Backyard Ultra;6-hofer-backyard-ultra-upper-franconia-27-06-2026;Upper Franconia;Germany;Hof, Upper Franconia, Bavaria, Germany, Germany;50.3187507;11.9162992;;39.4;;0.95;;;No pin action required.
clean;6. Tuchmacher Stadtlauf;6-tuchmacher-stadtlauf-bramsche-06-09-2026;Bramsche;Germany;Bramsche, Lower Saxony, Germany, Germany;52.4075184;7.9791742;;0.0;;0.95;;;No pin action required.
clean;Abt-Degen-Lauf;abt-degen-lauf-zeil-am-main-10-10-2026;Zeil am Main;Germany;Zeil am Main, Bavaria, Germany, Germany;50.0137529;10.5948036;;0.0;;0.95;;;No pin action required.
info;Aalener Stadtlauf;aalener-stadtlauf-aalen-19-07-2026;Aalen;Germany;Sparkassenplatz, Aalen, Baden-Württemberg, Germany, Germany;48.838115;10.095077;city_level_pin_with_precise_address;0.2;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;ADAC-Tine-Flugplatzlauf;adac-tine-flugplatzlauf-husum-07-06-2026;Husum;Germany;Husum, Schleswig-Holstein, Germany, Germany;54.4918698;9.0322878;;1.6;;0.95;;;No pin action required.
warning;32. Zeitzer Stadtlauf;32-zeitzer-stadtlauf-saxony-anhalt-29-08-2026;Saxony-Anhalt;Germany;Schlosspark Zeitz, Zeitz, Saxony-Anhalt, Germany, Germany;51.0491637;12.1349991;coordinates_far_from_city;102.7;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
clean;Aerzener twinfit-Volkslauf;aerzener-twinfit-volkslauf-aerzen-20-09-2026;Aerzen;Germany;Aerzen, Lower Saxony, Germany, Germany;52.035157;9.25543;;1.7;;0.95;;;No pin action required.
clean;Almetal-Marathon;almetal-marathon-paderborn-18-10-2026;Paderborn;Germany;Büren-Ringelstein, Paderborn, North Rhine-Westphalia, Germany, Germany;51.7177044;8.752653;;0.0;;0.95;;;No pin action required.
clean;After Work Run Bad Homburg;after-work-run-bad-homburg-hesse-02-09-2026;Hesse;Germany;Bad Homburg v. d. Höhe, Hochtaunuskreis, Hesse, Germany, Germany;50.2459526;8.6148995;;49.8;;0.95;;;No pin action required.
clean;Altra Sunset Wattenmeer;altra-sunset-wattenmeer-hamburg-30-08-2026;Hamburg;Germany;St. Pauli Hafenstraße, Hamburg, Germany;53.5462223;9.967162;;2.3;;0.95;;;No pin action required.
clean;AOK Firmenlauf Balingen;aok-firmenlauf-balingen-balingen-24-09-2026;Balingen;Germany;Marktplatz, Balingen, Baden-Württemberg, Germany, Germany;48.3313;8.886042;;6.8;;0.95;;;No pin action required.
clean;Allersberger Kirchweihlauf;allersberger-kirchweihlauf-mittelfranken-25-07-2026;Mittelfranken;Germany;Marktplatz Allersberg, Allersberg, Mittelfranken, Bavaria, Germany, Germany;49.2513012;11.2356812;;40.4;;0.95;;;No pin action required.
info;Alb-Run Heroldstatt;alb-run-heroldstatt-heroldstatt-11-07-2026;Heroldstatt;Germany;Sportzentrum Heroldstatt, Bannholz 10, Heroldstatt, Baden-Württemberg, Germany, Germany;48.4524395;9.6788239;city_level_pin_with_precise_address;1.8;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
warning;AOK Firmenlauf Feuerbach;aok-firmenlauf-feuerbach-stuttgart-17-09-2026;Stuttgart;Germany;Sportpark Feuerbach, Stuttgart, Baden-Württemberg, Germany, Germany;48.7784485;9.1800132;city_level_pin_with_precise_address,shared_coordinates_multiple_places;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
info;Alpener Stadtlauf;alpener-stadtlauf-alpen-03-06-2026;Alpen;Germany;Sportzentrum Alpen, Alpen, North Rhine-Westphalia, Germany, Germany;51.5767474;6.5128805;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;4. Rammelsberger Steigerlauf;4-rammelsberger-steigerlauf-goslar-22-08-2026;Goslar;Germany;Rammelsberg, Goslar, Lower Saxony, Germany, Germany;51.9059936;10.4266284;;0.0;;0.95;;;No pin action required.
info;AOK Firmenlauf Göppingen;aok-firmenlauf-goppingen-goppingen-08-07-2026;Göppingen;Germany;Dr. Heinrich-Zeller-Stadion, Göppingen, Baden-Württemberg, Germany, Germany;48.7031377;9.6541116;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
info;AOK Firmenlauf Sulz am Neckar;aok-firmenlauf-sulz-am-neckar-sulz-am-neckar-29-07-2026;Sulz am Neckar;Germany;Albeck-Stadion, Sulz am Neckar, Baden-Württemberg, Germany, Germany;48.3617509;8.6314329;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
warning;AOK Firmenlauf Ludwigsburg;aok-firmenlauf-ludwigsburg-ludwigsburg-30-09-2026;Ludwigsburg;Germany;Residenzschloss Ludwigsburg, Ludwigsburg, Baden-Württemberg, Germany, Germany;48.8953937;9.1895147;city_level_pin_with_precise_address,shared_coordinates_multiple_places;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
info;Ansmann Cup 2026;ansmann-cup-2026-assamstadt-27-06-2026;Assamstadt;Germany;Waldstadion Assamstadt, Assamstadt, Baden-Württemberg, Germany, Germany;49.4271724;9.6872392;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;AOK Firmenlauf Mosbach;aok-firmenlauf-mosbach-mosbach-15-09-2026;Mosbach;Germany;Messplatz, Im Äulein, 74821 Mosbach, Germany;49.3442705;9.1045539;;3.1;;0.95;;;No pin action required.
clean;Alzauenlauf TSV Trostberg;alzauenlauf-tsv-trostberg-trostberg-14-11-2026;Trostberg;Germany;Trostberg, Bavaria, Germany, Germany;48.0277272;12.5530162;;1.0;;0.95;;;No pin action required.
info;AOK Firmenlauf Schwäbisch Hall;aok-firmenlauf-schwabisch-hall-schwabisch-hall-22-07-2026;Schwäbisch Hall;Germany;Optima Sportpark, Schwäbisch Hall, Baden-Württemberg, Germany, Germany;49.1124305;9.7371246;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
warning;AOK Firmenlauf Stuttgart;aok-firmenlauf-stuttgart-stuttgart-01-07-2026;Stuttgart;Germany;GAZI-Stadion, Stuttgart-Degerloch, Stuttgart, Baden-Württemberg, Germany, Germany;48.7784485;9.1800132;city_level_pin_with_precise_address,shared_coordinates_multiple_places;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
info;AOK Firmenlauf Waiblingen;aok-firmenlauf-waiblingen-waiblingen-16-09-2026;Waiblingen;Germany;Waiblingen, Baden-Württemberg, Germany, Germany;48.848514;9.3226283;city_level_pin_with_precise_address;1.8;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;Aschauer Vorsilvesterlauf;aschauer-vorsilvesterlauf-aschau-im-chiemgau-28-12-2026;Aschau im Chiemgau;Germany;Aschau im Chiemgau, Bavaria, Germany, Germany;47.7764994;12.3234179;;4.0;;0.95;;;No pin action required.
warning;B2Run Hamburg;b2run-hamburg-volksparkstadion-25-08-2026;Volksparkstadion;Germany;Volksparkstadion, Hamburg, Hamburg, Germany, Germany;53.5501721;10.0013165;shared_coordinates_multiple_places;7.9;;0.65;;;No pin action required.
info;Auenwaldlauf;auenwaldlauf-auenwald-04-07-2026;Auenwald;Germany;Auenwald-Hohnweiler, Auenwald, Baden-Württemberg, Germany, Germany;48.940383;9.5115851;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
info;Aspacher Volkslauf;aspacher-volkslauf-gro-aspach-19-09-2026;Großaspach;Germany;Mühlfeldhalle, Großaspach, Baden-Württemberg, Germany, Germany;48.9653254;9.3997185;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;AOK Firmenlauf in Haslach im Kinzigtal;aok-firmenlauf-in-haslach-im-kinzigtal-ortenaukreis-22-09-2026;Ortenaukreis;Germany;Haslach im Kinzigtal, Ortenaukreis, Baden-Württemberg, Germany, Germany;48.2769011;8.0871643;;18.8;;0.95;;;No pin action required.
warning;Bad Buchauer Stadtlauf mit Federseehalbmarathon;bad-buchauer-stadtlauf-mit-federseehalbmarathon-biberach-11-07-2026;Biberach;Germany;Bad Buchau, Biberach, Baden-Württemberg, Germany, Germany;48.0655836;9.6097541;coordinates_far_from_city;121.1;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
clean;Bad Essener Abendlauf;bad-essener-abendlauf-bad-essen-03-07-2026;Bad Essen;Germany;Kirchplatz, 49152 Bad Essen, Germany;52.3204491;8.3388811;;0.4;0.1;0.95;;;No pin action required.
warning;B2Run Berlin;b2run-berlin-olympiastadion-berlin-16-09-2026;Olympiastadion Berlin;Germany;Olympiastadion Berlin, Berlin, Germany, Germany;52.5173885;13.3951309;shared_coordinates_multiple_places;10.3;;0.65;;;No pin action required.
warning;Babenberger Volkslauf;babenberger-volkslauf-bamberg-20-06-2026;Bamberg;Germany;Kirchweihsamstag, St. Urban, Bamberg, Bavaria, Germany, Germany;48.979251;9.777512;coordinates_far_from_city;129.3;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
clean;Bahnstadtlauf 2026;bahnstadtlauf-2026-heidelberg-11-07-2026;Heidelberg;Germany;Bahnstadt, Heidelberg, Baden-Württemberg, Germany, Germany;49.40278;8.6661594;;2.2;;0.95;;;No pin action required.
info;Bausch+Ströbel Stadtlauf Ilshofen;bausch-strobel-stadtlauf-ilshofen-ilshofen-26-09-2026;Ilshofen;Germany;Roland-Wurmthaler-Halle, Ilshofen, Baden-Württemberg, Germany, Germany;49.170072;9.9186069;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
warning;BarockLauf Ludwigsburg;barocklauf-ludwigsburg-ludwigsburg-10-07-2026;Ludwigsburg;Germany;Ludwigsburg, Baden-Württemberg, Germany, Germany;48.8953937;9.1895147;shared_coordinates_multiple_places;0.0;0.0;0.65;;;No pin action required.
info;BÄRENFELS SOMMERTRAIL 63-KM mit MARATHON, HALBMARATHON und 11-KM;barenfels-sommertrail-63-km-mit-marathon-halbmarathon-und-11-km-neubrucke-12-07-;Neubrücke;Germany;Neubrücke, Saarland, Germany, Germany;49.6059296;7.1715988;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
info;Bahndammlauf;bahndammlauf-53567-buchholz-06-09-2026;53567 Buchholz;Germany;Buchholz, 53567 Buchholz, Germany, Germany;50.67175626570943;7.422621352579696;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;Benin Benefiz-Lauf;benin-benefiz-lauf-hirzweiler-26-09-2026;Hirzweiler;Germany;Hirzweiler, Saarland, Germany, Germany;49.4026691;7.0809661;;0.0;;0.95;;;No pin action required.
clean;Benefizlauf - Laufend Gutes tun;benefizlauf-laufend-gutes-tun-wangen-im-allgau-19-06-2026;Wangen im Allgäu;Germany;Niederwangen, Wangen im Allgäu, Baden-Württemberg, Germany, Germany;47.6721727;9.7991925;;2.0;0.0;0.95;;;No pin action required.
clean;Besenbinder Lauf - Rund um Hainrode;besenbinder-lauf-rund-um-hainrode-saxony-anhalt-27-06-2026;Saxony-Anhalt;Germany;Hainrode, Südharz, Saxony-Anhalt, Germany, Germany;51.501995;11.167476;;59.1;;0.95;;;No pin action required.
clean;Bergisch Gladbacher Stadtlauf;bergisch-gladbacher-stadtlauf-bergisch-gladbach-11-09-2026;Bergisch Gladbach;Germany;Bergisch Gladbach, North Rhine-Westphalia, Germany, Germany;50.9587243;7.1876601;;5.7;;0.95;;;No pin action required.
clean;Bergdorfmeile;bergdorfmeile-karlsruhe-26-06-2026;Karlsruhe;Germany;Hohenwettersbach, Karlsruhe, Baden-Württemberg, Germany, Germany;48.966316;8.4807718;;7.2;;0.95;;;No pin action required.
clean;Bessunger Merck-Lauf;bessunger-merck-lauf-darmstadt-19-09-2026;Darmstadt;Germany;Bessunger, Darmstadt, Hessen, Germany, Germany;49.847729;8.648787;;2.8;;0.95;;;No pin action required.
clean;Berliner Wasserbetriebe 5x5 km TEAM-Staffel;berliner-wasserbetriebe-5x5-km-team-staffel-tiergarten-04-06-2026;Tiergarten;Germany;Tiergarten, Berlin, Germany, Germany;52.5097776;13.3572597;;0.0;;0.95;;;No pin action required.
clean;Bergkloster-Lauf;bergkloster-lauf-hochsauerlandkreis-27-09-2026;Hochsauerlandkreis;Germany;Bestwig, Hochsauerlandkreis, North Rhine-Westphalia, Germany, Germany;51.3609508;8.4005554;;10.2;;0.95;;;No pin action required.
info;Bedburger Citylauf 2026;bedburger-citylauf-2026-bedburg-13-09-2026;Bedburg;Germany;Marktplatz, Bedburg, North Rhine-Westphalia, Germany, Germany;50.9972161;6.5767648;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
info;Black Forest ULTRA Trail Run;black-forest-ultra-trail-run-kirchzarten-19-09-2026;Kirchzarten;Germany;Kirchzarten, Baden-Württemberg, Germany, Germany;47.9651461;7.9573306;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;Bielebohlauf;bielebohlauf-oppach-23-08-2026;Oppach;Germany;Oppach, Saxony, Germany, Germany;51.0584736;14.5049458;;0.0;;0.95;;;No pin action required.
clean;Birkhahnlauf;birkhahnlauf-neustadt-am-rubenberge-25-10-2026;Neustadt am Rübenberge;Germany;Schneeren, Neustadt am Rübenberge, Lower Saxony, Germany, Germany;52.5334673;9.3319121;;9.4;;0.95;;;No pin action required.
clean;Böckstiegellauf;bockstiegellauf-bielefeld-26-09-2026;Bielefeld;Germany;Wanderparkplatz Peter auf'm Berge, Bergstraße, 33619 Bielefeld, Germany;52.0209957;8.4659634;;4.5;0.0;0.95;;;No pin action required.
info;Birklauf;birklauf-gelting-29-08-2026;Gelting;Germany;Birkhalle Gelting, Gelting, Schleswig-Holstein, Germany, Germany;54.7468969;9.8969663;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;Blankeneser Heldenlauf;blankeneser-heldenlauf-blankeneser-treppenviertel-30-08-2026;Blankeneser Treppenviertel;Germany;Blankeneser Treppenviertel, Hamburg, Germany, Germany;53.5573224;9.8080187;;0.3;;0.95;;;No pin action required.
info;Bredstedt-Cross;bredstedt-cross-bredstedt-31-10-2026;Bredstedt;Germany;Sportpark Bredstedt, Bredstedt, Schleswig-Holstein, Germany, Germany;54.6236326;8.9640834;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;Buchholzer Stadtlauf;buchholzer-stadtlauf-buchholz-in-der-nordheide-21-06-2026;Buchholz in der Nordheide;Germany;Buchholz in der Nordheide, Lower Saxony, Germany, Germany;53.3187601;9.8770469;;1.8;;0.95;;;No pin action required.
clean;Brauerschwender Basaltlauf;brauerschwender-basaltlauf-hesse-27-06-2026;Hesse;Germany;Brauerschwend, Schwalmtal, Hesse, Germany, Germany;50.6953705;9.3235406;;23.0;;0.95;;;No pin action required.
clean;Braunschweiger Speed5;braunschweiger-speed5-braunschweig-08-11-2026;Braunschweig;Germany;Braunschweig, Lower Saxony, Germany, Germany;52.2156124;10.5227434;;5.5;;0.95;;;No pin action required.
clean;Blutenburglauf;blutenburglauf-munchen-26-07-2026;München;Germany;München-Untermenzing, München, Bayern, Germany, Germany;48.17767;11.47279;;8.8;;0.95;;;No pin action required.
info;BWM Sommerlochlauf;bwm-sommerlochlauf-steinheim-an-der-murr-04-08-2026;Steinheim an der Murr;Germany;Steinheim an der Murr, Baden-Württemberg, Germany, Germany;48.9802924;9.2890186;city_level_pin_with_precise_address;1.8;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;Canyon Run Mühlheim;canyon-run-muhlheim-hesse-06-09-2026;Hesse;Germany;Mühlheim am Main, Hesse, Germany, Germany;50.1080582;8.8467138;;57.1;;0.95;;;No pin action required.
clean;Burg-Lauf Eppstein;burg-lauf-eppstein-hesse-26-06-2026;Hesse;Germany;Eppstein, Hochtaunuskreis, Hesse, Germany, Germany;50.155;8.3803;;68.2;;0.95;;;No pin action required.
clean;Charity Mega Run;charity-mega-run-bingen-am-rhein-15-08-2026;Bingen am Rhein;Germany;Bingen am Rhein, Rheinland-Pfalz, Germany, Germany;49.9675456;7.8944;;0.0;;0.95;;;No pin action required.
clean;Burscheider Stadtlauf;burscheider-stadtlauf-rheinisch-bergischer-kreis-11-10-2026;Rheinisch-Bergischer Kreis;Germany;Burscheid, Rheinisch-Bergischer Kreis, North Rhine-Westphalia, Germany, Germany;51.0824722;7.1212314;;8.4;;0.95;;;No pin action required.
clean;Darmstädter Stadtlauf;darmstadter-stadtlauf-darmstadt-24-06-2026;Darmstadt;Germany;Darmstadt, Hessen, Germany, Germany;49.8735755;8.672461;;1.5;;0.95;;;No pin action required.
clean;Citylauf Grevenbroich;citylauf-grevenbroich-grevenbroich-12-06-2026;Grevenbroich;Germany;Grevenbroich, North Rhine-Westphalia, Germany, Germany;51.0905783;6.5835365;;0.0;;0.95;;;No pin action required.
clean;Crosslauf Fichtenau;crosslauf-fichtenau-fichtenau-11-07-2026;Fichtenau;Germany;Storchenweiher, 74579 Lautenbach, Fichtenau, Germany;49.07153;10.232296;;1.1;0.1;0.95;;;No pin action required.
clean;Bremer Firmenlauf zur Spätschicht;bremer-firmenlauf-zur-spatschicht-weserwehr-25-06-2026;Weserwehr;Germany;Weserwehr, Bremen, Germany, Germany;53.058394;8.863995;;0.2;;0.95;;;No pin action required.
warning;Die 10 Kilometer von Dürwiß;die-10-kilometer-von-durwi-eschweiler-01-08-2026;Eschweiler;Germany;Eschweiler, North Rhine-Westphalia, Germany, Germany;49.1359574;7.3651094;coordinates_far_from_city;202.9;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
warning;Burgentrail Unterfränkische Traillaufmeisterschaften;burgentrail-unterfrankische-traillaufmeisterschaften-lower-franconia-03-10-2026;Lower Franconia;Germany;Ostheim, Lower Franconia, Bavaria, Germany, Germany;50.1238327;10.5336427;coordinates_far_from_city;225.8;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
warning;Christmas Run To Tree;christmas-run-to-tree-forst-klovensteen-29-11-2026;Forst Klövensteen;Germany;Forst Klövensteen, Hamburg, Germany, Germany;53.5501721;10.0013165;coordinates_far_from_city,shared_coordinates_multiple_places;498.8;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
clean;Der Alstertallauf;der-alstertallauf-alsterwanderweg-23-08-2026;Alsterwanderweg;Germany;Alsterwanderweg, Hamburg, Germany, Germany;53.549738;9.986459;;12.9;;0.95;;;No pin action required.
info;Ditzinger Keltenlauf;ditzinger-keltenlauf-ditzingen-18-10-2026;Ditzingen;Germany;Hirschlanden, Ditzingen, Baden-Württemberg, Germany, Germany;48.823918;9.07533;city_level_pin_with_precise_address;0.7;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;Die 49. Nacht von Borgholzhausen;die-49-nacht-von-borgholzhausen-borgholzhausen-20-06-2026;Borgholzhausen;Germany;Borgholzhausen, North Rhine-Westphalia, Germany, Germany;52.1007247;8.3023897;;0.0;;0.95;;;No pin action required.
warning;dm Firmenlauf Saarbrücken;dm-firmenlauf-saarbrucken-saarbrucken-02-06-2026;Saarbrücken;Germany;Saarbrücken, Saarland, Germany, Germany;49.234362;6.996379;city_level_pin_with_precise_address,shared_coordinates_multiple_places;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;DeisterCrossing Springe;deistercrossing-springe-hesse-13-09-2026;Hesse;Germany;Hilders, Fulda, Hesse, Germany, Germany;50.5554204;9.9754786;;67.1;;0.95;;;No pin action required.
info;DresdenHALF;dresdenhalf-dresden-06-09-2026;Dresden;Germany;Dresden city center, Dresden, Saxony, Germany, Germany;51.048184;13.742725;city_level_pin_with_precise_address;0.3;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
warning;Dieburger Stadtlauf;dieburger-stadtlauf-hesse-20-06-2026;Hesse;Germany;Dieburg, Darmstadt-Dieburg, Hesse, Germany, Germany;49.8981797;8.8396216;coordinates_far_from_city;80.1;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
clean;Ehriker Stadtmauerlauf mit 2. Ehriker Burg Ramstein Lauf;ehriker-stadtmauerlauf-mit-2-ehriker-burg-ramstein-lauf-rhineland-palatinate-30-;Rhineland-Palatinate;Germany;Ehrang, Trier, Rhineland-Palatinate, Germany, Germany;49.8185111;6.6848689;;47.3;;0.95;;;No pin action required.
clean;edge beyond x Duracher Lauf;edge-beyond-x-duracher-lauf-oberallgau-21-06-2026;Oberallgäu;Germany;Durach, Oberallgäu, Bavaria, Germany, Germany;47.6969085;10.3441368;;17.0;;0.95;;;No pin action required.
clean;Durlacher Turmberglauf;durlacher-turmberglauf-karlsruhe-26-09-2026;Karlsruhe;Germany;Karlsruhe, Baden-Württemberg, Germany, Germany;49.025927;8.3496984;;4.5;;0.95;;;No pin action required.
info;Dünenlauf;dunenlauf-sandhausen-13-06-2026;Sandhausen;Germany;Walter-Reinhard-Stadion, Sandhausen, Baden-Württemberg, Germany, Germany;49.3424055;8.6595053;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
info;Bönnigheimer Stromberglauf;bonnigheimer-stromberglauf-bonnigheim-21-11-2026;Bönnigheim;Germany;Bönnigheim, Baden-Württemberg, Germany, Germany;49.0417185;9.0933985;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;EDITH LÜCKE-Frauenlauf TRIER;edith-lucke-frauenlauf-trier-rhineland-palatinate-20-09-2026;Rhineland-Palatinate;Germany;Trier, Rhineland-Palatinate, Germany, Germany;49.7596208;6.6441878;;52.4;;0.95;;;No pin action required.
warning;Edersee-Lauf;edersee-lauf-hesse-29-08-2026;Hesse;Germany;Vöhl-Herzhausen, Waldeck-Frankenberg, Hesse, Germany, Germany;49.679564;11.961774;coordinates_far_from_city;233.1;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
clean;Drachenlauf;drachenlauf-konigswinter-25-10-2026;Königswinter;Germany;Siebengebirge, Königswinter, North Rhine-Westphalia, Germany, Germany;50.6739719;7.1930989;;0.0;;0.95;;;No pin action required.
info;ENSINGER Laufcup;ensinger-laufcup-vaihingen-an-der-enz-17-10-2026;Vaihingen an der Enz;Germany;Vaihingen an der Enz, Baden-Württemberg, Germany, Germany;48.9321398;8.9568316;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
warning;Eschweiler Citylauf 2026;eschweiler-citylauf-2026-eschweiler-23-08-2026;Eschweiler;Germany;Eschweiler, North Rhine-Westphalia, Germany, Germany;49.1359574;7.3651094;coordinates_far_from_city;202.9;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
warning;Eltviller Familienlauf 2026;eltviller-familienlauf-2026-hesse-20-09-2026;Hesse;Germany;Eltville, Rheingau-Taunus-Kreis, Hesse, Germany, Germany;50.0274688;8.1189627;coordinates_far_from_city;91.3;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
clean;Esenser Volksbanklauf - 31. Stadtlauf;esenser-volksbanklauf-31-stadtlauf-friesland-31-07-2026;Friesland;Germany;Esens, Friesland, Lower Saxony, Germany, Germany;53.6468107;7.6118499;;33.6;;0.95;;;No pin action required.
clean;Flörsheimer Lebenslauf;florsheimer-lebenslauf-hochtaunuskreis-29-08-2026;Hochtaunuskreis;Germany;Flörsheim am Main, Hochtaunuskreis, Hessen, Germany, Germany;50.0296;8.4265;;29.0;;0.95;;;No pin action required.
info;Firmenlauf Renningen;firmenlauf-renningen-renningen-24-06-2026;Renningen;Germany;Renningen, Baden-Württemberg, Germany, Germany;48.7648163;8.9347008;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;BraunenBerg-Lauf;braunenberg-lauf-ostalbkreis-19-09-2026;Ostalbkreis;Germany;Aalen, Ostalbkreis, Baden-Württemberg, Germany, Germany;48.8375607;10.0929593;;5.6;;0.95;;;No pin action required.
clean;Freisinger Sparkassenlauf;freisinger-sparkassenlauf-freising-08-07-2026;Freising;Germany;Freising, Bavaria, Germany, Germany;48.4008273;11.7439565;;0.0;;0.95;;;No pin action required.
info;Friedrichshaller Runde;friedrichshaller-runde-bad-friedrichshall-26-09-2026;Bad Friedrichshall;Germany;Bad Friedrichshall, Baden-Württemberg, Germany, Germany;49.2280136;9.2101479;city_level_pin_with_precise_address;0.0;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;Freiberger Bürgerfestlauf;freiberger-burgerfestlauf-freiberg-17-07-2026;Freiberg;Germany;Freiberg, Saxony, Germany, Germany;50.9236767;13.3670114;;1.8;;0.95;;;No pin action required.
info;Friedrichstaler Waldlauf;friedrichstaler-waldlauf-stutensee-25-10-2026;Stutensee;Germany;Friedrichstal, Stutensee, Baden-Württemberg, Germany, Germany;49.1051892;8.477052;city_level_pin_with_precise_address;1.9;;0.72;;;Geocode the precise venue/address and replace city-center pins after review.
clean;FriesenCross;friesencross-friesland-25-07-2026;Friesland;Germany;Schillig, Friesland, Lower Saxony, Germany, Germany;53.7033668;8.0235529;;26.2;;0.95;;;No pin action required.
